atom_id,study_id,domain,scenario,operation,method_label,target_flow_slot,target_atom_type,input_schema,output_schema,parameters,parameter_status,applicable_when,not_applicable_when,required_metadata_keys,required_user_confirmations,missing_for_execution,evidence_use,evidence_refs,confidence,readiness_status,review_required,notes,method_readiness,execution_readiness,execution_scope,input_port,output_port
ATOM_vae,builtin,deep_learning,representation_learning,vae_representation,Variational Autoencoder for fNIRS,dl_model_slot,dl_encoder,"{""type"": ""HaemoglobinData"", ""shape"": ""(n_subjects, n_channels, n_timepoints)""}","{""type"": ""LatentRepresentation"", ""fields"": [""latent_codes"", ""reconstructed_data"", ""reconstruction_loss"", ""kl_divergence""]}","{""latent_dim"": 32, ""encoder_hidden"": [128, 64], ""decoder_hidden"": [64, 128], ""dropout"": 0.2, ""beta"": 1.0, ""activation"": ""relu"", ""optimizer"": ""adam"", ""lr"": 0.001}","{""latent_dim"": ""candidate"", ""encoder_hidden"": ""candidate"", ""decoder_hidden"": ""candidate"", ""beta"": ""candidate""}",{},{},"[""n_channels"", ""n_timepoints""]",[],,method_atom,Kingma2014_VAE,high,ready,true,"VAE: learns compact latent representation of fNIRS data. Useful for anomaly detection, data augmentation, and unsupervised feature learning. Beta-VAE for disentangled representations.",ready,ready,run,HaemoglobinData,LatentRepresentation
ATOM_time_series_augmentation,builtin,deep_learning,data_augmentation,time_series_augmentation,Time Series Data Augmentation for fNIRS,augmentation_slot,augmentation,"{""type"": ""HaemoglobinData + Labels""}","{""type"": ""AugmentedData"", ""fields"": [""augmented_data"", ""augmented_labels"", ""augmentation_log""]}","{""methods"": [""jittering"", ""scaling"", ""time_warping"", ""cropping"", ""permutation"", ""rotation""], ""augmentation_factor"": 2, ""noise_std"": 0.05, ""scale_range"": [0.9, 1.1], ""seed"": 42}","{""methods"": ""candidate"", ""augmentation_factor"": ""candidate"", ""noise_std"": ""candidate""}","{""small_dataset"": true}",{},[],[],,method_atom,Wen2020_Augmentation; Um2017_DataAugmentation,high,ready,true,"Time series augmentation: jittering (add noise), scaling (multiply), time_warping (non-linear变形), cropping (subsequence), permutation (reorder), rotation (channel mixing). Critical for small fNIRS datasets.",ready,ready,run,HaemoglobinData + Labels,AugmentedData
ATOM_transfer_learning,builtin,deep_learning,classification,transfer_learning,Transfer Learning for fNIRS,dl_model_slot,dl_transfer,"{""type"": ""HaemoglobinData + PretrainedModel""}","{""type"": ""ClassificationResults"", ""fields"": [""predictions"", ""accuracy"", ""fine_tune_log""]}","{""source_domain"": ""eeg | fmri | synthetic_fnirs"", ""pretrained_model"": """", ""freeze_layers"": ""all_except_last"", ""fine_tune_lr"": 0.0001, ""fine_tune_epochs"": 20, ""feature_extraction_mode"": true}","{""source_domain"": ""candidate"", ""freeze_layers"": ""candidate"", ""fine_tune_lr"": ""candidate""}","{""has_pretrained_model"": true, ""small_target_dataset"": true}",{},"[""pretrained_model_path""]","[""confirm_source_domain_similarity""]",,method_atom,transfer_learning_fnirs,medium,ready,true,"Transfer learning: leverage pretrained models (EEG, fMRI, or large fNIRS corpus) for small target datasets. Freeze early layers, fine-tune later layers. Feature extraction mode: train only classifier head.",ready,ready,run,HaemoglobinData + PretrainedModel,ClassificationResults
ATOM_hyperparameter_optimization,builtin,deep_learning,model_selection,hyperparameter_optimization,Hyperparameter Optimization for DL Models,model_optimization_slot,optimization,"{""type"": ""model_config_space + training_data""}","{""type"": ""OptimizationResults"", ""fields"": [""best_params"", ""best_score"", ""search_history"", ""optimization_curve""]}","{""method"": ""bayesian | random_search | grid_search"", ""n_trials"": 50, ""scoring"": ""accuracy | f1_weighted | roc_auc"", ""cv_folds"": 5, ""early_stopping_rounds"": 10, ""seed"": 42}","{""method"": ""candidate"", ""n_trials"": ""candidate"", ""scoring"": ""candidate""}",{},{},[],[],,method_atom,BayesianOptimization,high,ready,true,"Bayesian optimization (Optuna) or random search for DL hyperparameters. Tune learning rate, dropout, hidden size, layers. Early stopping prevents overfitting.",ready,ready,run,model_config_space + training_data,OptimizationResults
ATOM_model_interpretability,builtin,deep_learning,interpretation,model_interpretability,DL Model Interpretability (GradCAM / SHAP),interpretation_slot,interpretability,"{""type"": ""TrainedModel + InputData""}","{""type"": ""InterpretationResults"", ""fields"": [""feature_importance"", ""attention_weights"", ""gradcam_maps"", ""shap_values"", ""channel_importance_ranking""]}","{""method"": ""gradcam | shap | attention_weights | integrated_gradients"", ""target_layer"": ""last_conv | last_transformer_layer"", ""n_samples_shap"": 100}","{""method"": ""candidate"", ""target_layer"": ""candidate""}","{""has_trained_model"": true}",{},[],[],,method_atom,GradCAM_Selvaraju2017; SHAP_Lundberg2017,high,ready,true,GradCAM: gradient-weighted class activation mapping for CNN. SHAP: SHapley Additive exPlanations for any model. Attention weights: from Transformer layers. Essential for neuroscientific interpretation.,ready,ready,run,TrainedModel + InputData,InterpretationResults
ATOM_subject_wise_cv,builtin,deep_learning,validation,subject_wise_cross_validation,Subject-Wise Cross-Validation,validation_slot,validation,"{""type"": ""Data + Labels + SubjectIDs""}","{""type"": ""CVResults"", ""fields"": [""fold_accuracies"", ""mean_accuracy"", ""std_accuracy"", ""confusion_matrix"", ""per_fold_predictions""]}","{""n_folds"": 5, ""strategy"": ""subject_wise | stratified_subject_wise | leave_one_out"", ""nested_cv"": true, ""outer_folds"": 5, ""inner_folds"": 3, ""seed"": 42}","{""n_folds"": ""candidate"", ""strategy"": ""candidate"", ""nested_cv"": ""candidate""}",{},{},"[""subject_ids""]",[],,method_atom,nested_cv_fnirs,high,ready,true,"Subject-wise CV: ensures no data leakage across subjects. Nested CV: outer loop for performance estimation, inner loop for hyperparameter tuning. Critical for fNIRS BCI.",ready,needs_attention,run,Data + Labels + SubjectIDs,CVResults
ATOM_dl_short_channel_regression,builtin,deep_learning,preprocessing,dl_short_channel_prediction,DL-Based Short-Channel Signal Prediction,dl_preprocessing_slot,dl_preprocessing,"{""type"": ""HaemoglobinData + ShortChannelData""}","{""type"": ""CleanedHaemoglobinData"", ""fields"": [""corrected_hbo"", ""corrected_hbr"", ""predicted_scalp_signal""]}","{""model_type"": ""transformer | lstm | cnn"", ""prediction_horizon"": ""instantaneous"", ""loss_function"": ""mse | mae | huber"", ""training_mode"": ""offline | online""}","{""model_type"": ""candidate"", ""prediction_horizon"": ""candidate"", ""loss_function"": ""candidate""}","{""has_short_channels"": true}",{},"[""short_channel_labels""]",[],,method_atom,Transformer_fNIRS_short_channel,high,ready,true,DL predicts scalp signal from long channels using short channel features. More flexible than linear regression. Evidence: Transformer-based model for fNIRS short-channel prediction.,ready,needs_attention,run,HaemoglobinData + ShortChannelData,CleanedHaemoglobinData
ATOM_domain_adaptation,builtin,deep_learning,classification,domain_adaptation,Cross-Subject Domain Adaptation,dl_model_slot,dl_adaptation,"{""type"": ""SourceData + TargetData + Labels""}","{""type"": ""AdaptedModel"", ""fields"": [""adapted_predictions"", ""adaptation_loss"", ""domain_divergence""]}","{""method"": ""dann | mmd | coral | adversarial"", ""lambda_adversarial"": 1.0, ""feature_extractor"": ""cnn | lstm | transformer"", ""classifier"": ""mlp"", ""epochs"": 100}","{""method"": ""candidate"", ""lambda_adversarial"": ""candidate""}","{""has_multi_subject_data"": true}",{},"[""subject_ids""]",[],,method_atom,DANN_Ganin2016; MMD_Distance,medium,ready,true,"Domain adaptation: reduce inter-subject variability. DANN (adversarial), MMD (maximum mean discrepancy), CORAL (correlation alignment). Critical for subject-independent BCI.",ready,needs_attention,run,SourceData + TargetData + Labels,AdaptedModel
ATOM_ica_denoising,builtin,preprocessing,general,ica_denoising,ICA-Based Signal Denoising,motion_correction_slot,denoising,"{""type"": ""HaemoglobinData"", ""shape"": ""(n_timepoints, n_channels)""}","{""type"": ""DenoisedHaemoglobinData"", ""fields"": [""cleaned_signal"", ""removed_components""]}","{""algorithm"": ""fastica | sobi | jade | infomax | erbm"", ""n_components"": ""auto"", ""max_iter"": 200, ""tolerance"": 0.0001, ""whiteening"": ""pca | zca"", ""class_method"": ""automatic | manual"", ""artifact_threshold"": 2.0}","{""algorithm"": ""candidate"", ""n_components"": ""candidate"", ""class_method"": ""candidate""}",{},{},[],"[""confirm_artifact_components""]",,method_atom,NIRS_KIT_ICA; Hyvarinen1999_FastICA; Belouchrani1997_SOBI,high,ready,true,NIRS-KIT ICA: FastICA/SOBI/JADE/Infomax/ERBM. Separates artifact components. AIC/BIC for component selection.,ready,ready,run,HaemoglobinData,DenoisedHaemoglobinData
ATOM_alff_falff,builtin,analysis,resting_state,alff_falff,ALFF / fALFF Amplitude Analysis,resting_connectivity_slot,amplitude_analysis,"{""type"": ""HaemoglobinData"", ""shape"": ""(n_subjects, n_timepoints, n_channels)""}","{""type"": ""ALFFResults"", ""fields"": [""alff_map"", ""falff_map""]}","{""low_freq_hz"": 0.01, ""high_freq_hz"": 0.08, ""method"": ""alff | falff | reho"", ""bandwidth"": ""full_band | slow_4 | slow_5""}","{""low_freq_hz"": ""reported"", ""high_freq_hz"": ""reported"", ""method"": ""candidate""}","{""resting_state"": true}",{},"[""sampling_rate""]",[],,method_atom,Zang2007_ALFF; NIRS_KIT_ALFF,high,ready,true,NIRS-KIT ALFF: sum of sqrt(power spectrum) in 0.01-0.08Hz. fALFF = ALFF/total power. Zang et al. 2007.,ready,ready,run,HaemoglobinData,ALFFResults
ATOM_cbsi_correction,builtin,preprocessing,general,cbsi_correction,CBSI Motion Correction,motion_correction_slot,motion_correction,"{""type"": ""HaemoglobinData"", ""shape"": ""(n_timepoints, n_channels)""}","{""type"": ""CorrectedHaemoglobinData"", ""fields"": [""corrected_hbo"", ""corrected_hbr""]}","{""alpha"": 0.6, ""method"": ""cbsi | cbsi_plus"", ""apply_to"": ""hbo_and_hbr | hbo_only""}","{""alpha"": ""reported"", ""method"": ""candidate""}",{},{},[],[],,method_atom,Tan2009_CBSI; NIRS_KIT_CBSI,high,ready,true,NIRS-KIT CBSI: exploits HbO-HbR anti-correlation during motion. alpha=0.6. Tan et al. 2009.,ready,ready,run,HaemoglobinData,CorrectedHaemoglobinData
ATOM_3d_mni_registration,builtin,preprocessing,general,mni_registration,3D MNI Coordinate Registration,spatial_registration_slot,registration,"{""type"": ""ChannelPositions"", ""fields"": [""channel_names"", ""source_positions"", ""detector_positions""]}","{""type"": ""RegisteredChannels"", ""fields"": [""mni_coordinates"", ""anatomical_labels"", ""brodmann_areas""]}","{""atlas"": ""MNI152 | AAL | Brodmann | DK"", ""interpolation"": ""nearest | linear"", ""head_model"": ""adult_average | infant | custom"", ""probe_registration"": ""manual | automatic""}","{""atlas"": ""candidate"", ""interpolation"": ""candidate"", ""head_model"": ""candidate""}",{},{},"[""channel_positions"", ""probe_geometry""]",[],,method_atom,NIRS_KIT_TBA; nfri_mni_estimation,high,ready,true,"NIRS-KIT TBA: 3D head reconstruction, MNI estimation, anatomical labeling. Uses cortical point cloud.",ready,ready,run,ChannelPositions,RegisteredChannels
ATOM_mutual_information,builtin,analysis,resting_state,mutual_information,Mutual Information Connectivity,resting_connectivity_slot,information_theory,"{""type"": ""HaemoglobinData"", ""shape"": ""(n_timepoints, n_channels)""}","{""type"": ""MIResults"", ""fields"": [""mi_matrix"", ""conditional_entropy_matrix"", ""transfer_entropy_matrix""]}","{""method"": ""unbiased | mmse | biased | kernel"", ""bins"": 16, ""lag"": 1, ""embedding_dim"": 1, ""base"": ""e""}","{""method"": ""candidate"", ""bins"": ""candidate"", ""lag"": ""candidate""}",{},{},[],[],,method_atom,NIRS_KIT_InfoTheory; Kraskov2004_KernelMI,high,ready,true,"NIRS-KIT Info Theory: MI, conditional entropy, transfer entropy. Non-linear channel coupling. Kernel estimation.",ready,ready,run,HaemoglobinData,MIResults
ATOM_dpf_calculation,builtin,preprocessing,general,dpf_calculation,DPF Calculation,preprocessing_config_slot,config,"{""type"": ""AcquisitionParameters"", ""fields"": [""wavelengths_nm"", ""sd_distance_mm"", ""age_years""]}","{""type"": ""DPFResult"", ""fields"": [""dpf_values"", ""corrected_pathlengths""]}","{""formula"": ""scholkmann2014 | duncan1995 | CONTIN"", ""age_group"": ""adult | neonate | infant"", ""wavelength_nm"": """", ""sd_distance_mm"": """"}","{""formula"": ""candidate"", ""age_group"": ""candidate""}",{},{},"[""wavelengths"", ""sd_distance"", ""age""]",[],,method_atom,NIRS_KIT_CalcDPF; Scholkmann2014_DPF,high,ready,true,NIRS-KIT CalcDPF: wavelength-dependent DPF. Scholkmann 2014: DPF = a + b*age + c*age^2.,ready,ready,run,AcquisitionParameters,DPFResult
ATOM_graph_theory_metrics,builtin,analysis,resting_state,graph_theory_metrics,Graph Theory Network Metrics,network_analysis_slot,graph_analysis,"{""type"": ""ConnectivityMatrix""}","{""type"": ""GraphResults"", ""fields"": [""node_degree"", ""clustering_coefficient"", ""path_length"", ""efficiency"", ""modularity"", ""small_worldness""]}","{""metrics"": [""degree"", ""clustering"", ""path_length"", ""efficiency"", ""modularity"", ""small_world"", ""rich_club"", ""assortativity""], ""threshold_method"": ""absolute | proportional | sparsity"", ""threshold_value"": 0.3, ""binary"": false}","{""metrics"": ""candidate"", ""threshold_method"": ""candidate"", ""threshold_value"": ""candidate""}","{""has_connectivity_matrix"": true}",{},"[""channel_labels""]",[],,method_atom,NIRS_KIT_graph; Rubinov2010_GraphMetrics,high,ready,true,"NIRS-KIT graph theory: degree, clustering, path length, efficiency, modularity, small-world, rich-club, assortativity. Rubinov & Sporns 2010.",ready,needs_attention,run,ConnectivityMatrix,GraphResults
ATOM_fisher_z_transform,builtin,analysis,resting_state,fisher_z_transform,Fisher Z Transform,postprocessing_slot,normalization,"{""type"": ""ConnectivityMatrix"", ""fields"": [""correlation_values""]}","{""type"": ""NormalizedConnectivityMatrix"", ""fields"": [""z_values""]}","{""direction"": ""forward | inverse"", ""method"": ""fisher_z | atanh""}","{""direction"": ""candidate""}",{},{},[],[],,method_atom,NIRS_KIT_fisherz; Fisher1921,high,ready,true,NIRS-KIT fisherztrans: z = arctanh(r). Normalizes correlation for group statistics.,ready,ready,run,ConnectivityMatrix,NormalizedConnectivityMatrix
ATOM_signal_separation,builtin,preprocessing,general,signal_separation,Functional-Systemic Signal Separation,preprocessing_slot,signal_separation,"{""type"": ""HaemoglobinData"", ""shape"": ""(n_timepoints, n_channels)""}","{""type"": ""SeparatedSignals"", ""fields"": [""functional_component_ks"", ""systemic_component_kf""]}","{""method"": ""yamada_2012"", ""kf"": -0.6, ""step"": 0.05, ""apply_to"": ""hbo_and_hbr""}","{""method"": ""reported"", ""kf"": ""reported"", ""step"": ""reported""}",{},{},[],[],,method_atom,Yamada2012_SignalSeparation; NIRS_KIT_Yamada,high,ready,true,NIRS-KIT Yamada: separates functional (kf) and systemic (ks) components via HbO-HbR anti-correlation. Yamada et al. 2012.,ready,ready,run,HaemoglobinData,SeparatedSignals
ATOM_dot_head_model,builtin,analysis,dot,head_model_construction,Two-Surface Head Model Construction,dot_slot,head_model,"{""type"": ""SegmentationMasks + Landmarks""}","{""type"": ""TwoSurfaceHeadModel"", ""fields"": [""brain_surface"", ""scalp_surface"", ""landmarks"", ""voxel_to_vertex_mappings""]}","{""brain_seg_types"": [""cortex""], ""scalp_seg_types"": [""skin""], ""smoothing"": 5, ""brain_face_count"": 30000, ""scalp_face_count"": 30000, ""atlas"": ""ICBM152 | Colin27 | custom""}","{""brain_seg_types"": ""reported"", ""scalp_seg_types"": ""reported"", ""smoothing"": ""candidate"", ""brain_face_count"": ""candidate"", ""scalp_face_count"": ""candidate""}","{""has_segmentation_masks"": true}",{},"[""segmentation_dir"", ""mask_files"", ""landmarks_file""]",[],,method_atom,Cedalion_TwoSurfaceHeadModel,high,ready,true,Cedalion TwoSurfaceHeadModel: constructs head model from NIfTI segmentation masks. Creates brain and scalp surfaces with voxel-to-vertex mappings. Supports ICBM-152 and Colin27 atlases.,ready,ready,run,SegmentationMasks + Landmarks,TwoSurfaceHeadModel
ATOM_dot_forward_model,builtin,analysis,dot,forward_model_simulation,Monte Carlo / FEM Forward Model Simulation,dot_slot,forward_model,"{""type"": ""TwoSurfaceHeadModel + OptodePositions""}","{""type"": ""FluenceMap"", ""fields"": [""fluence_per_channel"", ""sensitivity_matrix""]}","{""method"": ""MCX | NIRFASTer"", ""n_photons"": 1000000, ""gpu"": true, ""tissue_properties"": ""default | custom"", ""wavelengths_nm"": [690, 830]}","{""method"": ""candidate"", ""n_photons"": ""candidate"", ""gpu"": ""candidate"", ""tissue_properties"": ""candidate""}","{""has_head_model"": true}",{},"[""head_model"", ""optode_positions"", ""optode_orientations""]",[],,method_atom,Cedalion_ForwardModel; Fang2009_MCX,high,ready,true,Cedalion ForwardModel: simulates light transport via Monte Carlo (MCX) or FEM (NIRFASTer). Computes fluence and sensitivity matrices for DOT reconstruction. GPU acceleration supported.,ready,ready,run,TwoSurfaceHeadModel + OptodePositions,FluenceMap
ATOM_dot_image_recon,builtin,analysis,dot,image_reconstruction,DOT Image Reconstruction,dot_slot,image_recon,"{""type"": ""FluenceMap + OpticalDensityData""}","{""type"": ""ConcentrationImage"", ""fields"": [""reconstructed_hbo"", ""reconstructed_hbr"", ""brain_surface_activation""]}","{""method"": ""Tikhonov | SBF_gaussians"", ""alpha_meas"": 0.001, ""alpha_spatial"": 0.01, ""regularization"": ""L1 | L2"", ""basis_functions"": ""gaussian_dense | gaussian_sparse""}","{""method"": ""candidate"", ""alpha_meas"": ""candidate"", ""alpha_spatial"": ""candidate"", ""regularization"": ""candidate""}","{""has_fluence_map"": true}",{},"[""fluence_map"", ""od_data"", ""head_model""]",[],,method_atom,Cedalion_ImageRecon; Carlton2026,high,ready,true,Cedalion ImageRecon: solves DOT inverse problem with Tikhonov or spatial basis function regularization. Produces brain surface activation maps. Supports Gaussian SBFs.,ready,ready,run,FluenceMap + OpticalDensityData,ConcentrationImage
ATOM_dot_tissue_properties,builtin,analysis,dot,tissue_properties,Tissue Optical Properties Configuration,dot_config_slot,tissue_config,"{""type"": ""TissueTypeLabels""}","{""type"": ""TissueProperties"", ""fields"": [""absorption_coefficient"", ""reduced_scattering_coefficient"", ""refractive_index""]}","{""tissue_types"": [""skin"", ""skull"", ""csf"", ""gray_matter"", ""white_matter""], ""wavelengths_nm"": [690, 830], ""source"": ""default_literature | custom""}","{""tissue_types"": ""candidate"", ""wavelengths_nm"": ""candidate"", ""source"": ""candidate""}",{},{},[],[],,method_atom,Cedalion_TissueProperties,medium,ready,true,Cedalion tissue properties: wavelength-dependent absorption and scattering coefficients for head tissues. Default values from literature. Required for forward model simulation.,ready,ready,run,TissueTypeLabels,TissueProperties
ATOM_photogrammetry_coregistration,builtin,preprocessing,general,photogrammetry_coregistration,Photogrammetric Optode Co-Registration,spatial_registration_slot,coregistration,"{""type"": ""3DScanPointCloud + HeadModel""}","{""type"": ""RegisteredOptodes"", ""fields"": [""optode_positions"", ""alignment_transform"", ""fiducial_points""]}","{""method"": ""colored_sticker | fiducial_manual"", ""sticker_colors"": [""red"", ""green"", ""blue"", ""yellow""], ""clustering"": ""DBSCAN"", ""surface_snap"": true}","{""method"": ""candidate"", ""sticker_colors"": ""candidate"", ""clustering"": ""candidate""}","{""has_3d_scan"": true}",{},"[""scan_file"", ""head_model""]",[],,method_atom,Cedalion_Photogrammetry; Jenko2023,medium,ready,true,Cedalion photogrammetry: automatic optode co-registration from 3D photogrammetric scans. Uses colored sticker detection with DBSCAN clustering and PCA-based vertex classification.,ready,ready,run,3DScanPointCloud + HeadModel,RegisteredOptodes
ATOM_spoc_decomposition,builtin,preprocessing,general,spoc_decomposition,Spatial Patterns of Covariance (SpOC),signal_decomposition_slot,decomposition,"{""type"": ""HaemoglobinData + TargetSignal""}","{""type"": ""SpOCResults"", ""fields"": [""spatial_filters"", ""temporal_components"", ""covariance_patterns""]}","{""n_components"": 5, ""method"": ""spoc | cca"", ""regularization"": ""none | L1 | L2"", ""max_iter"": 1000}","{""n_components"": ""candidate"", ""method"": ""candidate"", ""regularization"": ""candidate""}","{""has_target_signal"": true}",{},"[""fnirs_data"", ""target_signal""]",[],,method_atom,Cedalion_SpOC; Dahne2014,medium,ready,true,Cedalion SpOC: finds spatial filters that maximize covariance with a target signal. For neural decoding and connectivity analysis. Dahne et al. 2014.,ready,ready,run,HaemoglobinData + TargetSignal,SpOCResults
ATOM_ica_signal_decomposition,builtin,preprocessing,general,ica_signal_decomposition,ICA-Based Signal Decomposition (EBM/ERBM),signal_decomposition_slot,decomposition,"{""type"": ""HaemoglobinData"", ""shape"": ""(n_timepoints, n_channels)""}","{""type"": ""ICAResults"", ""fields"": [""independent_components"", ""mixing_matrix"", ""unmixing_matrix""]}","{""method"": ""EBM | ERBM"", ""n_components"": ""auto"", ""max_iter"": 200, ""convergence_tol"": 0.0001}","{""method"": ""candidate"", ""n_components"": ""candidate"", ""max_iter"": ""candidate""}",{},{},[],[],,method_atom,Cedalion_ICA_EBM; Cedalion_ICA_ERBM,medium,ready,true,Cedalion ICA: Entropy Based Method (EBM) or Entropy Rate Based Method (ERBM) for blind source separation. Decomposes fNIRS signals into independent components.,ready,ready,run,HaemoglobinData,ICAResults
ATOM_multimodal_signal_decomposition,builtin,analysis,general,multimodal_decomposition,Multimodal Signal Decomposition (MSPoC/tCCA),signal_decomposition_slot,decomposition,"{""type"": ""HaemoglobinData + AuxiliarySignals""}","{""type"": ""MultimodalResults"", ""fields"": [""shared_components"", ""modality_weights"", ""canonical_correlations""]}","{""method"": ""MSPoC | tCCA | ARC_EBM | ARC_ERBM"", ""n_components"": 5, ""auxiliary_modalities"": [""EEG"", ""MEG"", ""physiological""]}","{""method"": ""candidate"", ""n_components"": ""candidate"", ""auxiliary_modalities"": ""candidate""}","{""has_multimodal_data"": true}",{},"[""fnirs_data"", ""auxiliary_data""]",[],,method_atom,Cedalion_MSPoC; Cedalion_tCCA; Dahne2014,medium,ready,true,"Cedalion multimodal decomposition: MSPoC (Multimodal Spatial Patterns of Covariance), tCCA (temporal CCA), ARC-EBM/ERBM. Finds shared components across fNIRS+EEG+MEG+physiology.",ready,ready,run,HaemoglobinData + AuxiliarySignals,MultimodalResults
ATOM_synthetic_hrf_generation,builtin,simulation,general,synthetic_hrf_generation,Synthetic HRF Generation,simulation_slot,synthetic_data,"{""type"": ""BrainSurface + SeedVertices""}","{""type"": ""SyntheticHRF"", ""fields"": [""hrf_timecourse"", ""spatial_activation_map"", ""stimulus_dataframe""]}","{""spatial_scale_cm"": 1.0, ""intensity_uM"": 1.0, ""hrf_model"": ""double_gamma | gaussian"", ""trial_types"": [""Stim""], ""stim_duration_s"": 10, ""isi_range_s"": [10, 30]}","{""spatial_scale_cm"": ""candidate"", ""intensity_uM"": ""candidate"", ""hrf_model"": ""candidate"", ""trial_types"": ""candidate""}","{""has_brain_surface"": true}",{},"[""brain_surface"", ""seed_vertices""]",[],,method_atom,Cedalion_SyntheticHRF,medium,ready,true,Cedalion synthetic HRF: generates realistic hemodynamic responses with spatial activation blobs on brain surfaces. Uses geodesic distances and double-gamma HRF models. For simulation and validation.,ready,ready,run,BrainSurface + SeedVertices,SyntheticHRF
ATOM_synthetic_artifact_generation,builtin,simulation,general,synthetic_artifact_generation,Synthetic Motion Artifact Generation,simulation_slot,synthetic_data,"{""type"": ""CleanSignal""}","{""type"": ""ArtifactedSignal"", ""fields"": [""signal_with_artifacts"", ""artifact_mask"", ""artifact_parameters""]}","{""artifact_types"": [""baseline_shift"", ""spike"", ""motion"", ""muscle""], ""n_artifacts"": 5, ""amplitude_range"": [0.1, 1.0], ""duration_range_s"": [0.5, 2.0]}","{""artifact_types"": ""candidate"", ""n_artifacts"": ""candidate"", ""amplitude_range"": ""candidate""}","{""has_clean_signal"": true}",{},"[""clean_signal""]",[],,method_atom,Cedalion_SyntheticArtifact,medium,ready,true,"Cedalion synthetic artifacts: injects realistic motion artifacts into clean fNIRS signals. Types: baseline shifts, spikes, motion, muscle artifacts. For testing motion correction algorithms.",ready,ready,run,CleanSignal,ArtifactedSignal
ATOM_epoch_feature_extraction,builtin,machine_learning,general,epoch_feature_extraction,Epoch Feature Extraction for ML,feature_extraction_slot,feature_extraction,"{""type"": ""EpochedData"", ""shape"": ""(n_epochs, n_channels, n_timepoints)""}","{""type"": ""FeatureMatrix"", ""fields"": [""features"", ""feature_labels"", ""epoch_ids""]}","{""feature_types"": [""slope"", ""mean"", ""max"", ""min"", ""auc""], ""reltime_windows"": {""slope"": [0, 10], ""mean"": [5, 15]}, ""stack_dims"": [""channel"", ""chromophore""]}","{""feature_types"": ""candidate"", ""reltime_windows"": ""candidate"", ""stack_dims"": ""candidate""}","{""has_epoched_data"": true}",{},"[""epoched_data"", ""feature_types""]",[],,method_atom,Cedalion_EpochFeatures,medium,ready,true,"Cedalion epoch features: extracts scalar features (slope, mean, max, min, AUC) from epoched fNIRS data for scikit-learn pipelines. Stacks channels and chromophores into flat feature vectors.",ready,ready,run,EpochedData,FeatureMatrix
ATOM_glm_basis_functions,builtin,analysis,task_based,glm_basis_functions,GLM Temporal Basis Functions,analysis_config_slot,basis_functions,"{""type"": ""HRFModelSpecification""}","{""type"": ""BasisFunctionSet"", ""fields"": [""basis_functions"", ""temporal_support"", ""derivative_orders""]}","{""basis_type"": ""gamma | gaussian_kernels | dirac_delta"", ""n_basis"": 3, ""temporal_extent_s"": 32, ""oversampling"": 10, ""parameters"": {""gamma"": {""tau"": 6, ""sigma"": 1}}}","{""basis_type"": ""candidate"", ""n_basis"": ""candidate"", ""temporal_extent_s"": ""candidate""}",{},{},[],[],,method_atom,Cedalion_GLM_BasisFunctions,medium,ready,true,"Cedalion GLM basis functions: Gamma, Gaussian kernels, or Dirac delta for HRF modeling. Creates temporal basis sets for GLM design matrices. Supports derivatives and oversampling.",ready,ready,run,HRFModelSpecification,BasisFunctionSet
ATOM_glm_design_matrix,builtin,analysis,task_based,glm_design_matrix_construction,GLM Design Matrix Construction,analysis_slot,design_matrix,"{""type"": ""StimulusDataFrame + BasisFunctions""}","{""type"": ""DesignMatrix"", ""fields"": [""regressors"", ""column_names"", ""temporal_axis""]}","{""drift_order"": 3, ""hrf_model"": ""canonical | custom_basis"", ""include_constant"": true, ""short_channel_regression"": true}","{""drift_order"": ""candidate"", ""hrf_model"": ""candidate"", ""include_constant"": ""candidate"", ""short_channel_regression"": ""candidate""}","{""has_stimulus_events"": true}",{},"[""stimulus_df"", ""basis_functions""]",[],,method_atom,Cedalion_GLM_DesignMatrix,medium,ready,true,"Cedalion GLM design matrix: constructs regressor matrix from stimulus events, basis functions, drift polynomials, and short-channel signals. Supports polynomial drift and HRF derivatives.",ready,ready,run,StimulusDataFrame + BasisFunctions,DesignMatrix
ATOM_glm_fit_with_uncertainty,builtin,analysis,task_based,glm_fit_with_uncertainty,GLM Fit with Uncertainty Estimation,analysis_slot,glm,"{""type"": ""DesignMatrix + HaemoglobinData""}","{""type"": ""GLMResults"", ""fields"": [""beta_estimates"", ""residuals"", ""r_squared"", ""confidence_intervals"", ""prediction_intervals""]}","{""method"": ""OLS | weighted_LS"", ""confidence_level"": 0.95, ""compute_diagnostics"": true, ""heteroscedasticity_test"": true}","{""method"": ""candidate"", ""confidence_level"": ""candidate"", ""compute_diagnostics"": ""candidate""}","{""has_design_matrix"": true}",{},"[""design_matrix"", ""data""]",[],,method_atom,Cedalion_GLM_Fit,medium,ready,true,"Cedalion GLM fit: ordinary or weighted least squares with confidence and prediction intervals. Computes R-squared, residuals, and diagnostic statistics. Supports uncertainty quantification.",ready,ready,run,DesignMatrix + HaemoglobinData,GLMResults
